100, 155672, 1, 0, 0
204, 146805, 1, 0, 0
300, 140415, 1, 0, 0
401, 154099, 1, 0, 0
501, 120698, 1, 0, 0
603, 134132, 1, 0, 0
709, 144060, 1, 0, 0
801, 148803, 1, 0, 0
901, 240099, 1, 0, 0
1005, 289738, 1, 0, 0
1100, 271782, 1, 0, 0
1201, 266333, 1, 0, 0
1303, 284457, 1, 0, 0
1402, 277392, 1, 0, 0
1503, 237415, 1, 0, 0
1601, 273151, 1, 0, 0
1700, 269332, 1, 0, 0
1805, 231448, 1, 0, 0
1900, 182484, 1, 0, 0
2008, 190958, 1, 0, 0
2104, 203868, 1, 0, 0
2201, 263464, 1, 0, 0
2300, 280116, 1, 0, 0
2406, 270138, 1, 0, 0
2505, 226628, 1, 0, 0
2607, 289753, 1, 0, 0
2705, 273825, 1, 0, 0
2800, 244675, 1, 0, 0
2900, 260508, 1, 0, 0
3004, 266434, 1, 0, 0
3103, 289816, 1, 0, 0
3204, 249936, 1, 0, 0
3301, 284070, 1, 0, 0
3401, 308368, 1, 0, 0
3502, 291668, 1, 0, 0
3600, 294147, 1, 0, 0
3700, 291037, 1, 0, 0
3801, 273851, 1, 0, 0
3902, 240058, 1, 0, 0
4010, 322063, 1, 0, 0
4105, 263190, 1, 0, 0
4207, 299722, 1, 0, 0
4300, 303288, 1, 0, 0
4407, 290489, 1, 0, 0
4505, 154167, 1, 0, 0
4600, 156924, 1, 0, 0
4700, 243659, 1, 0, 0
4802, 295315, 1, 0, 0
4900, 283584, 1, 0, 0
5000, 248250, 1, 0, 0
5103, 179110, 1, 0, 0
5204, 159152, 1, 0, 0
5302, 153454, 1, 0, 0
5402, 159809, 1, 0, 0
5503, 151751, 1, 0, 0
5600, 159181, 1, 0, 0
5701, 166317, 1, 0, 0
5816, 179374, 1, 0, 0
5902, 144638, 1, 0, 0
6001, 166117, 1, 0, 0
6102, 148077, 1, 0, 0
6203, 141363, 1, 0, 0
6309, 160518, 1, 0, 0
6401, 151904, 1, 0, 0
6500, 161444, 1, 0, 0
6603, 172890, 1, 0, 0
6708, 141942, 1, 0, 0
6806, 140210, 1, 0, 0
6901, 155110, 1, 0, 0
7000, 143382, 1, 0, 0
7102, 149047, 1, 0, 0
7203, 154016, 1, 0, 0
7302, 153065, 1, 0, 0
7408, 166742, 1, 0, 0
7500, 170508, 1, 0, 0
7603, 143170, 1, 0, 0
7702, 162150, 1, 0, 0
7801, 135743, 1, 0, 0
7902, 146472, 1, 0, 0
8004, 162512, 1, 0, 0
8100, 142018, 1, 0, 0
8201, 146752, 1, 0, 0
8304, 155325, 1, 0, 0
8401, 149467, 1, 0, 0
8501, 148852, 1, 0, 0
8600, 153995, 1, 0, 0
8701, 151562, 1, 0, 0
8810, 158198, 1, 0, 0
8900, 152837, 1, 0, 0
9002, 174533, 1, 0, 0
9100, 163262, 1, 0, 0
9202, 152529, 1, 0, 0
9301, 172660, 1, 0, 0
