100, 487179, 0, 0, 0
200, 445212, 0, 0, 0
300, 451114, 0, 0, 0
400, 447274, 0, 0, 0
500, 500504, 0, 0, 0
600, 531686, 0, 0, 0
700, 564956, 0, 0, 0
800, 495984, 0, 0, 0
900, 574754, 0, 0, 0
1000, 498854, 0, 0, 0
1100, 506126, 0, 0, 0
1200, 492564, 0, 0, 0
1300, 504658, 0, 0, 0
1400, 499866, 0, 0, 0
1500, 558572, 0, 0, 0
1600, 591248, 0, 0, 0
1700, 580626, 0, 0, 0
1800, 601481, 0, 0, 0
1900, 485054, 0, 0, 0
2000, 591522, 0, 0, 0
2100, 577108, 0, 0, 0
2200, 493228, 0, 0, 0
2300, 512860, 0, 0, 0
2400, 505961, 0, 0, 0
2500, 523231, 0, 0, 0
2600, 467698, 0, 0, 0
2700, 482340, 0, 0, 0
2800, 495049, 0, 0, 0
2900, 502360, 0, 0, 0
3000, 591679, 0, 0, 0
3100, 802811, 0, 0, 0
3200, 634670, 0, 0, 0
3300, 485838, 0, 0, 0
3400, 470388, 0, 0, 0
3500, 651852, 0, 0, 0
3600, 643893, 0, 0, 0
3700, 874831, 0, 0, 0
3800, 1122828, 0, 0, 0
3900, 530596, 0, 0, 0
4000, 487301, 0, 0, 0
4100, 515797, 0, 0, 0
4200, 577202, 0, 0, 0
4300, 519245, 0, 0, 0
4400, 500283, 0, 0, 0
4500, 476797, 0, 0, 0
4600, 550434, 0, 0, 0
4700, 534666, 0, 0, 0
4800, 445496, 0, 0, 0
4900, 483396, 0, 0, 0
5000, 515723, 0, 0, 0
5100, 465588, 0, 0, 0
5200, 451635, 0, 0, 0
5300, 512126, 0, 0, 0
5400, 546093, 0, 0, 0
5500, 523014, 0, 0, 0
5600, 497932, 0, 0, 0
5700, 583135, 0, 0, 0
5800, 591092, 0, 0, 0
5900, 626627, 0, 0, 0
6000, 500865, 0, 0, 0
6100, 541770, 0, 0, 0
6200, 509874, 0, 0, 0
6300, 708708, 0, 0, 0
6400, 587848, 0, 0, 0
6500, 488507, 0, 0, 0
6600, 514546, 0, 0, 0
6700, 545578, 0, 0, 0
6800, 517316, 0, 0, 0
6900, 530646, 0, 0, 0
7000, 634907, 0, 0, 0
7100, 512932, 0, 0, 0
7200, 634962, 0, 0, 0
7300, 469984, 0, 0, 0
7400, 467462, 0, 0, 0
7500, 500307, 0, 0, 0
7600, 486729, 0, 0, 0
7700, 492553, 0, 0, 0
7800, 596227, 0, 0, 0
7900, 523233, 0, 0, 0
8000, 447789, 0, 0, 0
8100, 448573, 0, 0, 0
8200, 524300, 0, 0, 0
8300, 527923, 0, 0, 0
8400, 521850, 0, 0, 0
8500, 519630, 0, 0, 0
8600, 508858, 0, 0, 0
8700, 475877, 0, 0, 0
8800, 522098, 0, 0, 0
8900, 473388, 0, 0, 0
9000, 482453, 0, 0, 0
9100, 498303, 0, 0, 0
9200, 683907, 0, 0, 0
9300, 505312, 0, 0, 0
9400, 479300, 0, 0, 0
9500, 553315, 0, 0, 0
9600, 634429, 0, 0, 0
9700, 702932, 0, 0, 0
9800, 491654, 0, 0, 0
9900, 601411, 0, 0, 0
10000, 521088, 0, 0, 0
10100, 499158, 0, 0, 0
10200, 490009, 0, 0, 0
10300, 481668, 0, 0, 0
10400, 461433, 0, 0, 0
10500, 428951, 0, 0, 0
10600, 497275, 0, 0, 0
10700, 643813, 0, 0, 0
10800, 509530, 0, 0, 0
10900, 533953, 0, 0, 0
11000, 545522, 0, 0, 0
11100, 494348, 0, 0, 0
11200, 539407, 0, 0, 0
11300, 522929, 0, 0, 0
11400, 616352, 0, 0, 0
11500, 734012, 0, 0, 0
11600, 564196, 0, 0, 0
11700, 528207, 0, 0, 0
11800, 559444, 0, 0, 0
11900, 521832, 0, 0, 0
12000, 467443, 0, 0, 0
12100, 517281, 0, 0, 0
12200, 486591, 0, 0, 0
12300, 490959, 0, 0, 0
12401, 564496, 0, 0, 0
12500, 922450, 0, 0, 0
12600, 1121700, 0, 0, 0
12700, 550361, 0, 0, 0
12800, 558511, 0, 0, 0
12900, 530628, 0, 0, 0
13000, 506422, 0, 0, 0
13100, 508501, 0, 0, 0
13200, 521776, 0, 0, 0
13300, 500479, 0, 0, 0
13400, 492501, 0, 0, 0
13500, 499614, 0, 0, 0
13600, 521396, 0, 0, 0
13700, 513882, 0, 0, 0
13800, 491875, 0, 0, 0
13900, 476335, 0, 0, 0
14000, 521057, 0, 0, 0
14100, 547056, 0, 0, 0
14200, 505691, 0, 0, 0
14300, 408096, 0, 0, 0
14400, 471860, 0, 0, 0
14500, 457565, 0, 0, 0
