## num_jobs: 1
# iodepth bw total_ios clat_ms clat_stdev usr_cpu sys_cpu
 2  77.71  145708.00  0.82  0.19  1.51  1.29 
 4  192.55  361034.00  0.66  0.24  2.83  1.81 
 8  299.31  561201.00  0.85  0.18  4.19  2.63 
 12  332.61  623650.00  1.15  0.76  4.56  2.95 
 16  343.04  643201.00  1.49  0.34  4.67  3.15 
 24  359.22  673549.00  2.13  0.62  4.78  3.03 
 32  385.24  722338.00  2.65  0.90  5.46  3.61 
 64  511.68  959426.00  4.00  2.91  7.39  4.75 
 96  606.21  1136657.00  5.06  2.46  9.10  5.73 
 128  694.27  1301806.00  5.90  5.32  10.49  6.69 
 192  857.41  1607833.00  7.16  3.86  13.01  8.24 
