## num_jobs: 1
# iodepth iops total_ios clat_ms clat_stdev usr_cpu sys_cpu
 1  527.76  31670.00  1.89  1.52  0.62  0.31 
 2  941.62  56499.00  2.12  2.17  0.90  0.48 
 3  1440.61  86448.00  2.07  2.20  1.40  0.67 
 4  1966.87  118020.00  2.03  2.13  1.92  0.96 
 5  2459.15  147559.00  2.02  2.16  2.55  1.17 
 8  2945.97  176767.00  2.71  2.98  3.30  1.53 
 16  4192.09  251542.00  3.81  3.99  4.85  2.59 
 24  3698.15  221911.00  6.48  5.99  4.40  2.25 
 32  3393.50  203654.00  9.42  7.10  4.00  2.07 
 64  4785.40  287162.00  13.36  11.27  5.71  2.74 
 128  4775.48  286701.00  26.79  33.56  5.81  2.80 
