## num_jobs: 1
# iodepth iops total_ios clat_ms clat_stdev usr_cpu sys_cpu
 4  7145.50  428737.00  0.56  0.13  3.46  2.30 
 8  14822.54  889367.00  0.54  0.13  7.47  4.82 
 12  20744.19  1244672.00  0.57  0.12  10.46  6.98 
 16  26237.46  1574274.00  0.61  0.14  13.89  8.63 
 24  34121.53  2047326.00  0.70  0.15  18.82  12.09 
 48  47672.36  2860389.00  1.00  0.23  23.25  14.83 
 64  53421.61  3205350.00  1.19  0.33  22.91  14.09 
 128  67238.61  4034451.00  1.90  0.62  24.78  14.26 
 256  77074.10  4624677.00  3.32  1.38  28.25  13.82 
 384  77166.18  4630511.00  4.97  3.74  34.13  13.42 
