## num_jobs: 1
# iodepth iops total_ios clat_ms clat_stdev usr_cpu sys_cpu
 4  8444.71  506691.00  0.47  0.14  4.21  2.62 
 8  16609.29  996574.00  0.48  0.19  8.32  5.19 
 12  26292.55  1577579.00  0.45  0.25  13.06  8.39 
 16  32529.22  1951786.00  0.49  0.38  16.70  10.40 
 32  47093.65  2825666.00  0.67  0.41  24.24  14.84 
 48  56894.54  3413729.00  0.84  0.27  23.41  15.12 
 64  62901.68  3774164.00  1.01  0.28  26.84  14.43 
 128  76521.50  4591443.00  1.67  0.66  27.00  15.40 
 256  88591.69  5315767.00  2.89  1.17  36.15  13.90 
 384  92921.27  5575741.00  4.13  2.09  33.60  13.64 
