## num_jobs: 1
# iodepth bw total_ios clat_ms clat_stdev usr_cpu sys_cpu
 2  5.52  82871.00  1.44  2.97  1.10  0.64 
 4  9.80  147027.00  1.63  2.19  1.76  1.01 
 8  10.62  159311.00  3.01  2.64  1.81  1.01 
 12  10.64  159569.00  4.51  3.65  1.73  0.93 
 16  10.69  160288.00  5.98  4.49  1.63  0.83 
 24  10.87  163113.00  8.83  5.12  1.48  0.79 
 32  11.29  169391.00  11.33  5.41  1.43  0.75 
 64  13.19  197744.00  19.41  7.88  1.69  0.85 
 96  14.17  212575.00  27.09  11.03  1.94  0.77 
 128  14.85  222810.00  34.48  13.10  2.05  0.85 
 192  16.00  240083.00  48.01  19.04  2.35  0.92 
 256  16.83  252521.00  60.85  24.89  2.42  1.01 
