## num_jobs: 1
# iodepth bw total_ios clat_ms clat_stdev usr_cpu sys_cpu
 2  21.63  81119.00  1.47  1.87  1.38  0.68 
 4  32.97  123624.00  1.93  2.18  1.87  0.90 
 8  34.10  127895.00  3.75  3.37  1.72  0.70 
 12  35.54  133267.00  5.40  4.25  1.76  0.71 
 16  36.76  137851.00  6.96  4.54  1.63  0.61 
 24  39.73  148983.00  9.66  5.14  1.71  0.60 
 32  41.02  153799.00  12.48  6.20  1.79  0.60 
 64  50.31  188641.00  20.35  7.97  2.46  0.68 
 96  57.15  214278.00  26.87  9.95  3.01  0.79 
 128  57.53  215785.00  35.61  14.37  3.19  0.83 
 192  63.70  238841.00  48.25  19.52  3.90  0.94 
