## num_jobs: 1
# iodepth iops total_ios clat_ms clat_stdev usr_cpu sys_cpu
 4  7933.52  476019.00  0.50  0.08  3.92  2.48 
 8  15791.27  947492.00  0.50  0.12  7.68  5.13 
 12  24291.73  1457528.00  0.49  0.16  12.34  8.06 
 16  30385.43  1823156.00  0.52  0.15  15.47  9.79 
 32  43294.71  2597726.00  0.73  0.16  21.91  13.97 
 48  51587.21  3095284.00  0.93  0.21  24.22  14.61 
 64  57738.02  3464339.00  1.10  0.29  23.86  15.04 
 128  70536.23  4232315.00  1.81  0.63  29.20  13.77 
 256  81285.58  4877460.00  3.15  1.48  29.34  14.45 
 384  84738.45  5084900.00  4.53  2.60  31.52  13.65 
