## num_jobs: 1
# iodepth bw total_ios clat_ms clat_stdev usr_cpu sys_cpu
 2  53.26  199709.00  0.60  0.22  1.68  1.24 
 4  83.72  313955.00  0.76  0.40  2.52  1.65 
 8  94.71  355182.00  1.35  0.52  2.75  1.93 
 12  99.30  372380.00  1.93  0.82  2.90  1.90 
 16  99.42  372818.00  2.57  1.12  2.96  1.91 
 24  101.99  382486.00  3.76  1.68  3.05  2.06 
 32  104.06  390217.00  4.92  2.33  3.08  2.09 
 64  117.12  439195.00  8.74  4.51  3.53  2.34 
 96  128.31  481709.00  11.97  18.74  3.87  2.56 
 128  126.98  476797.00  16.13  30.47  3.89  2.52 
 192  177.27  664860.00  17.33  14.95  5.89  3.70 
