## num_jobs: 1
# iodepth bw total_ios clat_ms clat_stdev usr_cpu sys_cpu
 2  14.06  210900.00  0.56  0.24  2.02  1.45 
 4  36.69  550385.00  0.43  0.09  3.73  2.27 
 8  65.74  986067.00  0.48  0.17  6.07  3.87 
 12  81.15  1217325.00  0.59  0.21  7.83  4.84 
 16  83.54  1253114.00  0.76  0.25  8.42  5.19 
 24  88.05  1320747.00  1.09  0.36  8.14  4.97 
 32  87.64  1314706.00  1.46  0.46  8.90  5.33 
 64  89.45  1341821.00  2.86  0.98  8.72  5.31 
 96  92.31  1384710.00  4.16  1.57  9.36  5.61 
 128  93.66  1405016.00  5.46  2.22  8.95  5.81 
 192  98.78  1481883.00  7.77  3.60  9.61  5.96 
