## num_jobs: 1
# iodepth iops total_ios clat_ms clat_stdev usr_cpu sys_cpu
 1  591.95  35518.00  1.68  1.39  0.65  0.37 
 2  1022.40  61356.00  1.95  2.10  1.03  0.49 
 3  1453.78  87230.00  2.06  2.64  1.43  0.69 
 4  1909.15  114570.00  2.09  2.64  1.93  0.88 
 5  2401.93  144123.00  2.07  2.54  2.54  1.19 
 8  2792.68  167575.00  2.85  3.49  3.08  1.53 
 16  3475.88  208563.00  4.59  4.47  3.93  2.03 
 24  4283.82  257068.00  5.59  5.01  4.91  2.53 
 32  3586.41  215249.00  8.91  7.83  4.29  2.11 
 64  5326.99  319955.00  12.00  9.51  6.00  2.96 
 128  5819.42  349520.00  21.98  38.96  6.14  3.32 
