## num_jobs: 1
# iodepth bw total_ios clat_ms clat_stdev usr_cpu sys_cpu
 2  30.61  114789.00  1.04  0.84  2.16  0.92 
 4  39.28  147324.00  1.62  1.47  2.54  1.07 
 8  42.09  157825.00  3.03  2.03  2.67  1.14 
 12  41.79  156700.00  4.59  2.84  2.58  1.17 
 16  44.08  165290.00  5.80  2.85  2.69  1.26 
 24  46.28  173605.00  8.29  3.68  2.85  1.25 
 32  47.37  177643.00  10.80  4.76  3.01  1.17 
 64  55.11  206669.00  18.57  7.26  3.71  1.34 
 96  62.26  233568.00  24.66  11.48  4.38  1.31 
 128  67.86  254467.00  30.18  15.47  4.74  1.23 
 192  76.50  286929.00  40.17  22.20  5.38  1.49 
