## num_jobs: 1
# iodepth bw total_ios clat_ms clat_stdev usr_cpu sys_cpu
 2  94.23  176676.00  0.67  0.15  1.59  1.20 
 4  141.00  264385.00  0.90  0.31  2.20  1.53 
 8  140.10  262699.00  1.82  0.49  2.18  1.60 
 12  146.33  274364.00  2.62  0.80  2.26  1.59 
 16  148.47  278389.00  3.44  1.15  2.37  1.61 
 24  157.28  294921.00  4.88  1.86  2.57  1.64 
 32  167.06  313246.00  6.13  2.64  2.67  1.78 
 64  206.18  386649.00  9.93  37.48  3.27  2.21 
 96  251.37  486113.00  12.22  27.76  4.31  2.75 
 128  296.96  556879.00  13.79  8.25  5.07  3.52 
 192  349.19  654981.00  17.59  33.39  6.73  4.22 
