## num_jobs: 1
# iodepth iops total_ios clat_ms clat_stdev usr_cpu sys_cpu
 1  603.03  36183.00  1.65  0.20  0.54  0.48 
 2  1262.52  75754.00  1.58  1.11  0.99  0.68 
 3  1832.22  109937.00  1.63  0.44  1.38  0.82 
 4  2239.88  134397.00  1.78  0.55  1.60  1.02 
 8  3002.83  180179.00  2.66  0.85  2.27  1.35 
 16  3173.81  190438.00  5.03  2.04  2.59  1.59 
 24  3200.13  192030.00  7.49  4.07  2.74  1.72 
 32  3221.50  193316.00  9.93  7.13  2.74  1.80 
 40  3227.01  193656.00  12.39  11.03  2.95  1.75 
 48  3229.24  193806.00  14.86  15.77  2.91  1.70 
 64  3226.23  193651.00  19.83  25.57  2.72  1.78 
